country,region,Happiness Rank,HappinessScore,LowerCI,UpperCI,Economy,Social Support,Health _LE,Freedom,Corruption,Generosity,Dystopia,year
New Zealand,Australia and New Zealand,8,7.31400013,7.379510442,7.248489818,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,2.046456337,2017
New Zealand,Australia and New Zealand,8,7.324,,,1.268,1.601,0.876,0.669,0.389,0.365,,2018
New Zealand,Australia and New Zealand,8,7.307,,,1.303,1.557,1.026,0.585,0.38,0.33,,2019
New Zealand,Australia and New Zealand,8,7.299600124,7.222247601,7.376952648,1.242317915,1.48721838,1.008138299,0.646789908,0.461268276,0.325726211,2.128108025,2020
New Zealand,Australia and New Zealand,9,7.277,7.198,7.355,1.4,1.094,0.785,0.665,0.445,0.276,2.612,2021
Nicaragua,Latin America and Caribbean,57,5.828,5.7227284,5.9332716,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,2015
Nicaragua,Latin America and Caribbean,48,5.992,5.877,6.107,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428,2016
Nicaragua,Latin America and Caribbean,43,6.071000099,6.1865836,5.955416598,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,2.513930559,2017
Nicaragua,Latin America and Caribbean,41,6.141,,,0.668,1.319,0.7,0.527,0.128,0.208,,2018
Nicaragua,Latin America and Caribbean,45,6.105,,,0.694,1.325,0.835,0.435,0.127,0.2,,2019
Nicaragua,Latin America and Caribbean,46,6.13710022,6.011881828,6.262318611,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,2.496081114,2020
Nicaragua,Latin America and Caribbean,55,5.972,5.81,6.134,0.693,0.904,0.604,0.553,0.176,0.201,2.841,2021
Niger,Sub-Saharan Africa,144,3.845,3.7744008,3.9155992,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,2015
Niger,Sub-Saharan Africa,142,3.856,3.781,3.931,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016
Niger,Sub-Saharan Africa,135,4.027999878,4.11194682,3.944052936,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873983383,2017
Niger,Sub-Saharan Africa,134,4.166,,,0.131,0.867,0.221,0.39,0.099,0.175,,2018
Niger,Sub-Saharan Africa,114,4.628,,,0.138,0.774,0.366,0.318,0.102,0.188,,2019
Niger,Sub-Saharan Africa,103,4.909599781,4.758271694,5.060927868,0.108330332,0.703800142,0.298816353,0.435311615,0.137554765,0.208176896,3.017630577,2020
Niger,Sub-Saharan Africa,96,5.074,4.875,5.273,0.162,0.402,0.167,0.516,0.157,0.2,3.47,2021
Nigeria,Sub-Saharan Africa,78,5.268,5.1858368,5.3501632,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319,2015
Nigeria,Sub-Saharan Africa,103,4.875,4.75,5,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016
Nigeria,Sub-Saharan Africa,95,5.073999882,5.209500135,4.938499628,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196,2.365390539,2017
Nigeria,Sub-Saharan Africa,91,5.155,,,0.689,1.172,0.048,0.462,0.032,0.201,,2018
Nigeria,Sub-Saharan Africa,85,5.265,,,0.696,1.111,0.245,0.426,0.041,0.215,,2019
Nigeria,Sub-Saharan Africa,115,4.724100113,4.621952057,4.826248169,0.645901859,0.986717939,0.167835936,0.435079455,0.047589935,0.221328124,2.219635487,2020
Nigeria,Sub-Saharan Africa,116,4.759,4.658,4.861,0.663,0.625,0.051,0.433,0.039,0.212,2.736,2021
North Cyprus,Western Europe,66,5.695,5.584554,5.805446,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,2015
North Cyprus,Western Europe,62,5.771,5.67,5.872,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447,2016
North Cyprus,Western Europe,61,5.809999943,5.897366465,5.722633421,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703,1.549157619,2017
North Cyprus,Western Europe,76,5.53550005,5.435467243,5.635532856,1.21279943,1.183089137,1.026124597,0.477885723,0.199802905,0.199160054,1.23668766,2020
North Cyprus,Western Europe,74,5.536,5.435,5.636,1.377,0.806,0.801,0.503,0.2,0.196,1.653,2021
North Macedonia,Central and Eastern Europe,84,5.274,,,0.983,1.294,0.838,0.345,0.034,0.185,,2019
North Macedonia,Central and Eastern Europe,94,5.101,5.001,5.202,1.068,0.772,0.535,0.45,0.022,0.212,2.042,2021
North Cyprus,Western Europe,58,5.835,,,1.229,1.211,0.909,0.495,0.154,0.179,,2018
North Cyprus,Western Europe,64,5.718,,,1.263,1.252,1.042,0.417,0.162,0.191,,2019
Norway,Western Europe,4,7.522,7.445952,7.598048,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.46531,2015
Norway,Western Europe,4,7.498,7.421,7.575,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,2016
Norway,Western Europe,1,7.537000179,7.594444821,7.479555538,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237,2.277026653,2017
Norway,Western Europe,2,7.594,,,1.456,1.582,0.861,0.686,0.34,0.286,,2018
Norway,Western Europe,3,7.554,,,1.488,1.582,1.028,0.603,0.341,0.271,,2019
Norway,Western Europe,5,7.487999916,7.419718742,7.55628109,1.42420733,1.495172501,1.008071899,0.670200884,0.434100568,0.287985086,2.168266296,2020
Norway,Western Europe,6,7.392,7.323,7.462,1.543,1.108,0.782,0.703,0.427,0.249,2.58,2021
Oman,Middle East and North Africa,22,6.853,6.748434,6.957566,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2.47489,2015
Pakistan,Southern Asia,81,5.194,5.1209704,5.2670296,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.10709,2015
Pakistan,Southern Asia,92,5.132,5.038,5.226,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,2016
Pakistan,Southern Asia,80,5.269000053,5.359983641,5.178016465,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019,2.79248929,2017
Pakistan,Southern Asia,75,5.472,,,0.652,0.81,0.424,0.334,0.113,0.216,,2018
Pakistan,Southern Asia,67,5.653,,,0.677,0.886,0.535,0.313,0.098,0.22,,2019
Pakistan,Southern Asia,66,5.69329977,5.598795891,5.78780365,0.616799474,0.872979581,0.469933242,0.405421734,0.122592121,0.228705063,2.976876736,2020
Pakistan,Southern Asia,105,4.934,4.802,5.066,0.637,0.423,0.322,0.418,0.097,0.252,2.784,2021
Palestine,Middle East and North Africa,108,4.715,4.6288776,4.8011224,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04384,2015
Palestine,Middle East and North Africa,108,4.754,4.649,4.859,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016
Palestine,Middle East and North Africa,103,4.775000095,4.881848343,4.668151848,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174,1.878890276,2017
Palestine,Middle East and North Africa,104,4.743,,,0.642,1.217,0.602,0.266,0.076,0.086,,2018
Palestine,Middle East and North Africa,110,4.696,,,0.657,1.247,0.672,0.225,0.066,0.103,,2019
Palestine,Middle East and North Africa,125,4.552800179,4.443285465,4.662314892,0.587819219,1.194755554,0.613826573,0.29870075,0.071913652,0.091816261,1.693985701,2020
Palestine,Middle East and North Africa,125,4.517,4.384,4.649,0.646,0.819,0.434,0.33,0.075,0.082,2.131,2021
Panama,Latin America and Caribbean,25,6.786,6.689764,6.882236,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,2015
Panama,Latin America and Caribbean,25,6.701,6.601,6.801,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559,2016
Panama,Latin America and Caribbean,30,6.452000141,6.557130716,6.346869566,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939,2.307199955,2017
Panama,Latin America and Caribbean,27,6.43,,,1.112,1.438,0.759,0.597,0.063,0.125,,2018
Panama,Latin America and Caribbean,31,6.321,,,1.149,1.442,0.91,0.516,0.054,0.109,,2019
Panama,Latin America and Caribbean,36,6.304800034,6.187739372,6.421860695,1.097667813,1.376149297,0.878546536,0.57984978,0.054230526,0.097207308,2.221176147,2020
Panama,Latin America and Caribbean,41,6.18,6.036,6.323,1.298,0.976,0.667,0.596,0.053,0.079,2.509,2021
Paraguay,Latin America and Caribbean,53,5.878,5.7885652,5.9674348,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,2015
Paraguay,Latin America and Caribbean,70,5.538,5.453,5.623,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,2016
Paraguay,Latin America and Caribbean,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658,1.68533349,2017
Paraguay,Latin America and Caribbean,64,5.681,,,0.835,1.522,0.615,0.541,0.074,0.162,,2018
Paraguay,Latin America and Caribbean,63,5.743,,,0.855,1.475,0.777,0.514,0.08,0.184,,2019
Paraguay,Latin America and Caribbean,67,5.692100048,5.590262413,5.793937683,0.897990823,1.36819756,0.735869646,0.586510062,0.065077379,0.204299241,1.83412528,2020
Paraguay,Latin America and Caribbean,71,5.653,5.473,5.832,0.983,0.97,0.549,0.602,0.037,0.206,2.306,2021
Peru,Latin America and Caribbean,58,5.824,5.733546,5.914454,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,2015
Peru,Latin America and Caribbean,64,5.743,5.647,5.839,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117,2016
Peru,Latin America and Caribbean,63,5.715000153,5.811946779,5.618053527,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715,2.20726943,2017
Peru,Latin America and Caribbean,65,5.663,,,0.934,1.249,0.674,0.53,0.034,0.092,,2018
Peru,Latin America and Caribbean,65,5.697,,,0.96,1.274,0.854,0.455,0.027,0.083,,2019
Peru,Latin America and Caribbean,63,5.796800137,5.67663002,5.916970253,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,2.213499546,2020
Peru,Latin America and Caribbean,63,5.84,5.692,5.988,0.986,0.833,0.623,0.536,0.031,0.087,2.744,2021
Philippines,Southeastern Asia,90,5.073,4.9762936,5.1697064,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,2015
Philippines,Southeastern Asia,82,5.279,5.16,5.398,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,2016
Philippines,Southeastern Asia,72,5.429999828,5.545335054,5.314664602,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423,1.972604752,2017
Philippines,Southeastern Asia,71,5.524,,,0.775,1.312,0.513,0.643,0.105,0.12,,2018
Philippines,Southeastern Asia,69,5.631,,,0.807,1.293,0.657,0.558,0.107,0.117,,2019
Philippines,Southeastern Asia,52,6.006000042,5.908277512,6.103722572,0.775120676,1.245381713,0.602189481,0.621915162,0.130385727,0.129260212,2.501741886,2020
Philippines,Southeastern Asia,61,5.88,5.778,5.982,0.853,0.828,0.426,0.651,0.126,0.125,2.872,2021
Poland,Central and Eastern Europe,60,5.791,5.7074452,5.8745548,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,2015
Poland,Central and Eastern Europe,57,5.835,5.749,5.921,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,2016
Poland,Central and Eastern Europe,46,5.97300005,6.053908341,5.892091758,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967,1.797722816,2017
Poland,Central and Eastern Europe,42,6.123,,,1.176,1.448,0.781,0.546,0.064,0.108,,2018
Poland,Central and Eastern Europe,40,6.182,,,1.206,1.438,0.884,0.483,0.05,0.117,,2019
Poland,Central and Eastern Europe,43,6.186299801,6.116719246,6.255880356,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.063374244,2.056797981,2020
Poland,Central and Eastern Europe,44,6.166,6.087,6.245,1.309,0.982,0.668,0.558,0.13,0.08,2.438,2021
Portugal,Western Europe,88,5.102,5.0078808,5.1961192,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,2015
Portugal,Western Europe,94,5.123,5.03,5.216,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,2016
Portugal,Western Europe,89,5.195000172,5.285041733,5.10495861,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713,1.107682705,2017
Portugal,Western Europe,77,5.41,,,1.188,1.429,0.884,0.562,0.017,0.055,,2018
Portugal,Western Europe,66,5.693,,,1.221,1.431,0.999,0.508,0.025,0.047,,2019
Portugal,Western Europe,59,5.910900116,5.806710243,6.015089989,1.168800831,1.339530349,0.979315281,0.589895189,0.027733466,0.053036947,1.752558708,2020
Portugal,Western Europe,58,5.929,5.821,6.037,1.323,0.939,0.76,0.621,0.033,0.029,2.225,2021
Puerto Rico,Latin America and Caribbean,15,7.039,6.794,7.284,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,2016
Qatar,Middle East and North Africa,28,6.611,6.4883628,6.7336372,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,2015
Qatar,Middle East and North Africa,36,6.375,6.178,6.572,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224,2016
Qatar,Middle East and North Africa,35,6.375,6.568476814,6.181523186,1.870765686,1.27429688,0.710098088,0.604130983,0.439299256,0.33047387,1.14546442,2017
Qatar,Middle East and North Africa,32,6.374,,,1.649,1.303,0.748,0.654,0.171,0.256,,2018
Qatar,Middle East and North Africa,29,6.374,,,1.684,1.313,0.871,0.555,0.167,0.22,,2019
Romania,Central and Eastern Europe,86,5.124,4.9945028,5.2534972,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,2015
Romania,Central and Eastern Europe,71,5.528,5.427,5.629,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,2016
Romania,Central and Eastern Europe,57,5.824999809,5.919694157,5.730305462,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918,2.176831484,2017
Romania,Central and Eastern Europe,52,5.945,,,1.116,1.219,0.726,0.528,0.001,0.088,,2018
Romania,Central and Eastern Europe,48,6.07,,,1.162,1.232,0.825,0.462,0.005,0.083,,2019
Romania,Central and Eastern Europe,47,6.123700142,6.030732155,6.216668129,1.120401621,1.1944381,0.79229486,0.534852326,0.000829569,0.068181619,2.412749767,2020
Romania,Central and Eastern Europe,46,6.14,6.027,6.253,1.275,0.832,0.595,0.564,0.001,0.045,2.83,2021
Russia,Central and Eastern Europe,64,5.716,5.654554,5.777446,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,2015
Russia,Central and Eastern Europe,56,5.856,5.789,5.923,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,2016
Russia,Central and Eastern Europe,49,5.962999821,6.030274907,5.895724734,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822,2.205607414,2017
Russia,Central and Eastern Europe,59,5.81,,,1.151,1.479,0.599,0.399,0.025,0.065,,2018
Russia,Central and Eastern Europe,68,5.648,,,1.183,1.452,0.726,0.334,0.031,0.082,,2019
Russia,Central and Eastern Europe,73,5.546000004,5.468365192,5.623634815,1.126999617,1.378644109,0.68044591,0.399499595,0.045699362,0.099041916,1.815716743,2020
Russia,Central and Eastern Europe,76,5.477,5.413,5.541,1.241,0.992,0.511,0.409,0.06,0.115,2.148,2021
Rwanda,Sub-Saharan Africa,154,3.465,3.3971056,3.5328944,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,2015
Rwanda,Sub-Saharan Africa,152,3.515,3.444,3.586,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,2016
Rwanda,Sub-Saharan Africa,151,3.470999956,3.543030234,3.398969679,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235,2017
Rwanda,Sub-Saharan Africa,151,3.408,,,0.332,0.896,0.4,0.636,0.444,0.2,,2018
Rwanda,Sub-Saharan Africa,152,3.334,,,0.359,0.711,0.614,0.555,0.411,0.217,,2019
Rwanda,Sub-Saharan Africa,150,3.312299967,3.209546566,3.415053368,0.343242675,0.522876322,0.572383285,0.604087889,0.485542476,0.235704988,0.548444986,2020
Rwanda,Sub-Saharan Africa,147,3.415,3.282,3.548,0.364,0.202,0.407,0.627,0.493,0.227,1.095,2021
Saudi Arabia,Middle East and North Africa,35,6.411,6.3201932,6.5018068,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872,2015
Saudi Arabia,Middle East and North Africa,34,6.379,6.287,6.471,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,2016
Saudi Arabia,Middle East and North Africa,37,6.343999863,6.444166612,6.243833113,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014,2.065429688,2017
Saudi Arabia,Middle East and North Africa,33,6.371,,,1.379,1.331,0.633,0.509,0.127,0.098,,2018
Saudi Arabia,Middle East and North Africa,28,6.375,,,1.403,1.357,0.795,0.439,0.132,0.08,,2019
Saudi Arabia,Middle East and North Africa,27,6.406499863,6.295693874,6.517305851,1.334328532,1.309950113,0.759818137,0.548477471,0.163322315,0.087440684,2.203118801,2020
Saudi Arabia,Middle East and North Africa,26,6.494,6.384,6.604,1.435,0.964,0.571,0.603,0.163,0.09,2.668,2021
Senegal,Sub-Saharan Africa,142,3.904,3.8332832,3.9747168,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,2015
Senegal,Sub-Saharan Africa,128,4.219,4.151,4.287,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016
Senegal,Sub-Saharan Africa,115,4.534999847,4.601603781,4.468395914,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,1.789646149,2017
Senegal,Sub-Saharan Africa,109,4.631,,,0.429,1.117,0.433,0.406,0.082,0.138,,2018
Senegal,Sub-Saharan Africa,111,4.681,,,0.45,1.134,0.571,0.292,0.072,0.153,,2019
Senegal,Sub-Saharan Africa,101,4.980800152,4.877372742,5.084227562,0.504061818,0.95459342,0.518391907,0.352400899,0.081865937,0.164397135,2.405123949,2020
Senegal,Sub-Saharan Africa,92,5.132,4.998,5.266,0.518,0.558,0.357,0.381,0.088,0.158,3.071,2021
Serbia,Central and Eastern Europe,87,5.123,5.0276656,5.2183344,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,2015
Serbia,Central and Eastern Europe,86,5.177,5.083,5.271,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,2016
Serbia,Central and Eastern Europe,73,5.394999981,5.491569656,5.298430306,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884,1.947084427,2017
Serbia,Central and Eastern Europe,78,5.398,,,0.975,1.369,0.685,0.288,0.043,0.134,,2018
Serbia,Central and Eastern Europe,70,5.603,,,1.004,1.383,0.854,0.282,0.039,0.137,,2019
Serbia,Central and Eastern Europe,64,5.77820015,5.678803921,5.877596378,0.988181829,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,2.029040098,2020
Serbia,Central and Eastern Europe,48,6.078,5.974,6.181,1.101,0.924,0.634,0.482,0.066,0.189,2.682,2021
Sierra Leone,Sub-Saharan Africa,123,4.507,4.3684672,4.6455328,0.33024,0.95571,0,0.4084,0.08786,0.21488,2.51009,2015
Sierra Leone,Sub-Saharan Africa,111,4.635,4.505,4.765,0.36485,0.628,0,0.30685,0.08196,0.23897,3.01402,2016
Sierra Leone,Sub-Saharan Africa,106,4.709000111,4.850643335,4.567356886,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901,2.668459892,2017
Sierra Leone,Sub-Saharan Africa,113,4.571,,,0.256,0.813,0,0.355,0.053,0.238,,2018
Sierra Leone,Sub-Saharan Africa,129,4.374,,,0.268,0.841,0.242,0.309,0.045,0.252,,2019
Sierra Leone,Sub-Saharan Africa,139,3.926399946,3.806544304,4.046255589,0.240560383,0.747984946,0.203953966,0.382027686,0.047940936,0.257647008,2.046271801,2020
Sierra Leone,Sub-Saharan Africa,138,3.849,3.698,4.001,0.279,0.377,0.1,0.408,0.047,0.243,2.396,2021
Singapore,Southeastern Asia,24,6.798,6.723912,6.872088,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501,2015
Singapore,Southeastern Asia,22,6.739,6.674,6.804,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,2016
Singapore,Southeastern Asia,26,6.572000027,6.636723069,6.507276984,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981,1.216362,2017
Singapore,Southeastern Asia,34,6.343,,,1.529,1.451,1.008,0.631,0.457,0.261,,2018
Singapore,Southeastern Asia,34,6.262,,,1.572,1.463,1.141,0.556,0.453,0.271,,2019
Singapore,Southeastern Asia,31,6.377099991,6.311912537,6.442287445,1.519580126,1.39545691,1.137814283,0.635317206,0.533162236,0.218770906,0.937031746,2020
Singapore,Southeastern Asia,32,6.377,6.293,6.46,1.695,1.019,0.897,0.664,0.547,0.176,1.379,2021
Slovakia,Central and Eastern Europe,45,5.995,5.9113668,6.0786332,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,2015
Slovakia,Central and Eastern Europe,45,6.078,5.996,6.16,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,2016
Slovakia,Central and Eastern Europe,40,6.09800005,6.177348412,6.018651687,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481,2.097776651,2017
Slovakia,Central and Eastern Europe,39,6.173,,,1.21,1.537,0.776,0.354,0.014,0.118,,2018
Slovakia,Central and Eastern Europe,38,6.198,,,1.246,1.504,0.881,0.334,0.014,0.121,,2019
Slovakia,Central and Eastern Europe,37,6.280600071,6.204360962,6.35683918,1.194837689,1.424331188,0.853465259,0.423542529,0.011291441,0.116729774,2.256422043,2020
Slovakia,Central and Eastern Europe,34,6.331,6.251,6.411,1.304,1.066,0.653,0.468,0.018,0.107,2.714,2021
Slovenia,Central and Eastern Europe,55,5.848,5.7646804,5.9313196,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,2015
Slovenia,Central and Eastern Europe,63,5.768,5.683,5.853,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,2016
Slovenia,Central and Eastern Europe,62,5.757999897,5.84222516,5.673774634,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093,1.313317299,2017
Slovenia,Central and Eastern Europe,51,5.948,,,1.219,1.506,0.856,0.633,0.051,0.16,,2018
Slovenia,Central and Eastern Europe,44,6.118,,,1.258,1.523,0.953,0.564,0.057,0.144,,2019
Slovenia,Central and Eastern Europe,33,6.363399982,6.277471066,6.449328899,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,1.888586521,2020
Slovenia,Central and Eastern Europe,29,6.461,6.376,6.546,1.36,1.093,0.722,0.69,0.085,0.122,2.388,2021
Somalia,Sub-Saharan Africa,76,5.44,5.321,5.559,0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,2016
Somalia,Sub-Saharan Africa,93,5.151000023,5.24248371,5.059516336,0.022643184,0.721151352,0.113989137,0.602126956,0.282410324,0.291631311,3.11748457,2017
Somalia,Sub-Saharan Africa,98,4.982,,,0,0.712,0.115,0.674,0.282,0.238,,2018
Somalia,Sub-Saharan Africa,112,4.668,,,0,0.698,0.268,0.559,0.27,0.243,,2019
Somaliland region,Sub-Saharan Africa,91,5.057,4.9362444,5.1777556,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032,2015
Somaliland Region,Sub-Saharan Africa,97,5.057,4.934,5.18,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016
South Africa,Sub-Saharan Africa,113,4.642,4.552134,4.731866,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956,2015
South Africa,Sub-Saharan Africa,116,4.459,4.371,4.547,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016
South Africa,Sub-Saharan Africa,101,4.828999996,4.929435188,4.728564805,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238,1.510908604,2017
South Africa,Sub-Saharan Africa,105,4.724,,,0.94,1.41,0.33,0.516,0.056,0.103,,2018
South Africa,Sub-Saharan Africa,106,4.722,,,0.96,1.351,0.469,0.389,0.055,0.13,,2019
South Africa,Sub-Saharan Africa,109,4.814099789,4.696453571,4.931746006,0.902140439,1.259086251,0.407034069,0.43478182,0.05950214,0.126406848,1.625117302,2020
South Africa,Sub-Saharan Africa,103,4.956,4.839,5.074,0.967,0.895,0.265,0.447,0.051,0.144,2.187,2021
South Korea,Eastern Asia,47,5.984,5.9036792,6.0643208,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,2015
South Korea,Eastern Asia,57,5.835,5.747,5.923,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,2016
South Korea,Eastern Asia,55,5.837999821,5.922559028,5.753440613,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367,1.880378008,2017
South Korea,Eastern Asia,57,5.875,,,1.266,1.204,0.955,0.244,0.051,0.175,,2018
South Korea,Eastern Asia,54,5.895,,,1.301,1.219,1.036,0.159,0.056,0.175,,2019
South Korea,Eastern Asia,61,5.872399807,5.785993099,5.958806515,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,1.946757078,2020
South Korea,Eastern Asia,62,5.845,5.763,5.928,1.403,0.758,0.801,0.353,0.135,0.134,2.262,2021
South Sudan,Sub-Saharan Africa,143,3.832,3.596,4.068,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016
South Sudan,Sub-Saharan Africa,147,3.59100008,3.725538586,3.456461574,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,1.879567385,2017
South Sudan,Sub-Saharan Africa,154,3.254,,,0.337,0.608,0.177,0.112,0.106,0.224,,2018
South Sudan,Sub-Saharan Africa,156,2.853,,,0.306,0.575,0.295,0.01,0.091,0.202,,2019
South Sudan,Sub-Saharan Africa,152,2.816600084,2.605683804,3.027516365,0.289082974,0.553278506,0.208809033,0.065609254,0.111156799,0.209934607,1.378751278,2020
Spain,Western Europe,36,6.329,6.2610272,6.3969728,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2015
Spain,Western Europe,37,6.361,6.288,6.434,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,2016
Spain,Western Europe,34,6.402999878,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572,1.92775774,2017
Spain,Western Europe,36,6.31,,,1.251,1.538,0.965,0.449,0.074,0.142,,2018
Spain,Western Europe,30,6.354,,,1.286,1.484,1.062,0.362,0.079,0.153,,2019
Spain,Western Europe,28,6.400899887,6.317991257,6.483808517,1.230535269,1.421099186,1.051343083,0.425983816,0.109579779,0.16530548,1.997088432,2020
Spain,Western Europe,27,6.491,6.408,6.574,1.375,1.057,0.826,0.462,0.124,0.135,2.513,2021
Sri Lanka,Southern Asia,132,4.271,4.1974804,4.3445196,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,2015
Sri Lanka,Southern Asia,117,4.415,4.322,4.508,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016
Sri Lanka,Southern Asia,120,4.440000057,4.553447192,4.326552922,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,0.419389248,2017
Sri Lanka,Southern Asia,116,4.471,,,0.918,1.314,0.672,0.585,0.05,0.307,,2018
